model,seed,scenario,category,task,depth,auc,average_precision,iou_top7,centroid_error,relative_residual
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,15,8,0.9974541021227767,0.9012147800836509,0.3888888888888889,0.003951604478061199,0.0016516157193109393
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,16,8,0.9988438415292122,0.9545543754230605,0.3611111111111111,0.0034918333403766155,0.005255410913378
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,17,8,0.9985089463220677,0.9283036069363302,0.25,0.001602921518497169,0.003581104101613164
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,18,8,0.9964788732394366,0.9104820621203971,0.4166666666666667,0.007310422137379646,0.0021935824770480394
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,19,8,0.9984797810884768,0.9498827791986361,0.3194444444444444,0.020955128595232964,0.08463266491889954
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,20,8,0.9988402915838304,0.9455804544039839,0.25,0.006411675829440355,0.024210944771766663
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,21,8,0.9972593245967742,0.925275496437256,0.4444444444444444,0.013607081025838852,0.01124398410320282
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,22,8,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,0.0026920526288449764
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,23,8,0.9983059758163444,0.9249076442171071,0.2361111111111111,0.0066482932306826115,0.0027991957031190395
exact,43,mirrored kites,lsmlab-inspired,12,0,0.997911028818307,0.9157570001180549,0.2916666666666667,0.011734386906027794,2.1036814359831624e-05
exact,43,mirrored kites,lsmlab-inspired,13,0,0.9952821427244697,0.8596717859455095,0.375,0.011627738364040852,2.0718049199786037e-05
exact,43,mirrored kites,lsmlab-inspired,14,0,0.9966730202737827,0.9274106474364058,0.4027777777777778,0.015730982646346092,2.422556462988723e-05
exact,43,mirrored kites,lsmlab-inspired,15,0,0.9974541021227767,0.9012147800836509,0.3888888888888889,0.003951604478061199,2.100706842611544e-05
exact,43,mirrored kites,lsmlab-inspired,16,0,0.9988438415292122,0.9545543754230605,0.3611111111111111,0.0034918333403766155,2.2897123926668428e-05
exact,43,mirrored kites,lsmlab-inspired,17,0,0.9985089463220677,0.9283036069363302,0.25,0.001602921518497169,2.440703428874258e-05
exact,43,mirrored kites,lsmlab-inspired,18,0,0.9964788732394366,0.9104820621203971,0.4166666666666667,0.007310422137379646,2.1206813471508212e-05
exact,43,mirrored kites,lsmlab-inspired,19,0,0.9984797810884768,0.9498827791986361,0.3194444444444444,0.020955128595232964,2.214314190496225e-05
exact,43,mirrored kites,lsmlab-inspired,20,0,0.9988402915838304,0.9455804544039839,0.25,0.006411675829440355,2.8096668756916188e-05
exact,43,mirrored kites,lsmlab-inspired,21,0,0.9972593245967742,0.925275496437256,0.4444444444444444,0.013607081025838852,1.97713579837e-05
exact,43,mirrored kites,lsmlab-inspired,22,0,0.9990059642147118,0.9564668423364076,0.25,0.006762698292732239,2.6517600417719223e-05
exact,43,mirrored kites,lsmlab-inspired,23,0,0.9983059758163444,0.9249076442171071,0.2361111111111111,0.0066482932306826115,2.275366205140017e-05
identity,43,mirrored kites,lsmlab-inspired,24,8,0.9986844492832517,0.9532296135237311,0.3055555555555556,0.004707361571490765,0.8435823917388916
identity,43,mirrored kites,lsmlab-inspired,25,8,0.9975616752725186,0.9345240093500848,0.3888888888888889,0.010078015737235546,1.5214946269989014
identity,43,mirrored kites,lsmlab-inspired,26,8,0.9986535203926509,0.9488722428738993,0.3194444444444444,0.021338189020752907,0.9603294730186462
identity,43,mirrored kites,lsmlab-inspired,27,8,0.997733942568446,0.9226346996196803,0.375,0.009513012133538723,1.1565684080123901
identity,43,mirrored kites,lsmlab-inspired,28,8,0.997957957957958,0.9444082313050753,0.3472222222222222,0.029642987996339798,1.2643994092941284
identity,43,mirrored kites,lsmlab-inspired,29,8,0.99610174446935,0.8816480264720875,0.4305555555555556,0.007860176265239716,1.533170223236084
identity,43,mirrored kites,lsmlab-inspired,30,8,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.009142470546066761,0.44475528597831726
identity,43,mirrored kites,lsmlab-inspired,31,8,0.9966199624440272,0.8993270170132602,0.4861111111111111,0.0021131662651896477,1.0940762758255005
identity,43,mirrored kites,lsmlab-inspired,32,8,0.9990089197224975,0.9433084344849051,0.20833333333333334,0.020149877294898033,0.3669174611568451
identity,43,mirrored kites,lsmlab-inspired,33,8,0.9966666666666667,0.8854518011721204,0.3333333333333333,0.0029556145891547203,0.8961024880409241
identity,43,mirrored kites,lsmlab-inspired,34,8,0.9970596672403901,0.9191031482328068,0.3888888888888889,0.01754528097808361,1.3116780519485474
identity,43,mirrored kites,lsmlab-inspired,35,8,0.9973070407853016,0.9227930586332641,0.3194444444444444,0.01290510967373848,0.9258971214294434
graph-small,43,mirrored kites,lsmlab-inspired,24,8,0.9986390854654328,0.952994227994228,0.3055555555555556,0.010253025218844414,0.8278684616088867
graph-small,43,mirrored kites,lsmlab-inspired,25,8,0.9970955249569707,0.9189696775430412,0.3888888888888889,0.021035216748714447,1.437320351600647
graph-small,43,mirrored kites,lsmlab-inspired,26,8,0.9983060417843026,0.9402208528753591,0.3194444444444444,0.021338189020752907,0.9882912635803223
graph-small,43,mirrored kites,lsmlab-inspired,27,8,0.997808239533415,0.9248727083898172,0.375,0.006469279993325472,1.0965732336044312
graph-small,43,mirrored kites,lsmlab-inspired,28,8,0.9978378378378379,0.9408740004978395,0.3472222222222222,0.029642987996339798,1.2288992404937744
graph-small,43,mirrored kites,lsmlab-inspired,29,8,0.99610174446935,0.8851697779676165,0.4305555555555556,0.007860176265239716,1.4307957887649536
graph-small,43,mirrored kites,lsmlab-inspired,30,8,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.009142470546066761,0.4404357075691223
graph-small,43,mirrored kites,lsmlab-inspired,31,8,0.9964755163946266,0.898917813201489,0.4861111111111111,0.0023718136362731457,1.0503734350204468
graph-small,43,mirrored kites,lsmlab-inspired,32,8,0.9990089197224975,0.9433084344849051,0.20833333333333334,0.020149877294898033,0.3509939908981323
graph-small,43,mirrored kites,lsmlab-inspired,33,8,0.99675,0.8875928126154573,0.3333333333333333,0.0029556145891547203,0.8782148957252502
graph-small,43,mirrored kites,lsmlab-inspired,34,8,0.9970596672403901,0.919409680894635,0.3888888888888889,0.013940821401774883,1.4123371839523315
graph-small,43,mirrored kites,lsmlab-inspired,35,8,0.9973504756113452,0.9252085175704622,0.3194444444444444,0.011711621657013893,0.8864784836769104
graph-foundation,43,mirrored kites,lsmlab-inspired,24,8,0.9986844492832516,0.9545423874371243,0.3055555555555556,0.008673379197716713,0.8343620300292969
graph-foundation,43,mirrored kites,lsmlab-inspired,25,8,0.997346528973035,0.9301268837031631,0.3888888888888889,0.01693671941757202,1.473172903060913
graph-foundation,43,mirrored kites,lsmlab-inspired,26,8,0.9984797810884767,0.9453682232202221,0.3194444444444444,0.027679234743118286,0.9565603137016296
graph-foundation,43,mirrored kites,lsmlab-inspired,27,8,0.997733942568446,0.9228159461777381,0.375,0.009513012133538723,1.1234933137893677
graph-foundation,43,mirrored kites,lsmlab-inspired,28,8,0.9981981981981982,0.950185263181516,0.3472222222222222,0.029642987996339798,1.2152026891708374
graph-foundation,43,mirrored kites,lsmlab-inspired,29,8,0.99610174446935,0.8809393430816208,0.4305555555555556,0.008197733201086521,1.454332709312439
graph-foundation,43,mirrored kites,lsmlab-inspired,30,8,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.009142470546066761,0.4623897671699524
graph-foundation,43,mirrored kites,lsmlab-inspired,31,8,0.9965332948143869,0.8988813147455872,0.4861111111111111,0.002191592240706086,1.0739792585372925
graph-foundation,43,mirrored kites,lsmlab-inspired,32,8,0.9990089197224975,0.9433084344849051,0.20833333333333334,0.020149877294898033,0.36361557245254517
graph-foundation,43,mirrored kites,lsmlab-inspired,33,8,0.9967083333333333,0.8866437174547623,0.3333333333333333,0.0029556145891547203,0.8880559206008911
graph-foundation,43,mirrored kites,lsmlab-inspired,34,8,0.9969520940906483,0.9217618411005954,0.3888888888888889,0.023648792877793312,1.3291691541671753
graph-foundation,43,mirrored kites,lsmlab-inspired,35,8,0.997089866655084,0.9193051703148957,0.3194444444444444,0.01290510967373848,0.8831946849822998
A-equivariant,43,mirrored kites,lsmlab-inspired,24,8,0.999001996007984,0.9612399013927028,0.3055555555555556,0.0064528752118349075,0.24968241155147552
A-equivariant,43,mirrored kites,lsmlab-inspired,25,8,0.9967010900745841,0.9130053825633722,0.3888888888888889,0.01693671941757202,0.056706879287958145
A-equivariant,43,mirrored kites,lsmlab-inspired,26,8,0.9985666507405638,0.9484182983356668,0.3194444444444444,0.014504578895866871,0.004538715351372957
A-equivariant,43,mirrored kites,lsmlab-inspired,27,8,0.9979196849808685,0.929494931096525,0.375,0.018735753372311592,0.002548081334680319
A-equivariant,43,mirrored kites,lsmlab-inspired,28,8,0.9977977977977979,0.9383442487680878,0.3472222222222222,0.0257875919342041,0.005399907939136028
A-equivariant,43,mirrored kites,lsmlab-inspired,29,8,0.9960692590065945,0.8840201618249759,0.4305555555555556,0.011023021303117275,0.0017680919263511896
A-equivariant,43,mirrored kites,lsmlab-inspired,30,8,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.014671606943011284,0.0009879249846562743
A-equivariant,43,mirrored kites,lsmlab-inspired,31,8,0.9965910732341471,0.9012933241825719,0.4861111111111111,0.002164584118872881,0.007942961528897285
A-equivariant,43,mirrored kites,lsmlab-inspired,32,8,0.9990749917409977,0.9477040388805095,0.20833333333333334,0.014303188771009445,0.004341606982052326
A-equivariant,43,mirrored kites,lsmlab-inspired,33,8,0.9967916666666666,0.8859797453612654,0.3333333333333333,0.0035842270590364933,0.0003896005218848586
A-equivariant,43,mirrored kites,lsmlab-inspired,34,8,0.9972030981067126,0.9182748424615916,0.3888888888888889,0.013599594123661518,0.1384401023387909
A-equivariant,43,mirrored kites,lsmlab-inspired,35,8,0.9973939104373887,0.9258545347068636,0.3194444444444444,0.006345374044030905,0.23512624204158783
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,24,8,0.9989566321901651,0.9600968923549569,0.3055555555555556,0.0064528752118349075,0.007881881669163704
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,25,8,0.9966293746414228,0.9123674240306768,0.3888888888888889,0.01693671941757202,0.002655808348208666
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,26,8,0.9985666507405638,0.948418298335667,0.3194444444444444,0.014504578895866871,0.09033001959323883
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,27,8,0.9979196849808685,0.929494931096525,0.375,0.018735753372311592,0.0025405767373740673
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,28,8,0.9977977977977979,0.9383442487680878,0.3472222222222222,0.0257875919342041,0.002710282802581787
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,29,8,0.9960692590065945,0.8840201618249759,0.4305555555555556,0.011023021303117275,0.023507554084062576
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,30,8,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.014671606943011284,0.0031372092198580503
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,31,8,0.9965910732341471,0.9012933241825719,0.4861111111111111,0.002164584118872881,0.004379536025226116
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,32,8,0.9990749917409977,0.9477040388805095,0.20833333333333334,0.014303188771009445,0.003705068025738001
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,33,8,0.9967916666666666,0.8859797453612654,0.3333333333333333,0.0035842270590364933,0.003366651479154825
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,34,8,0.9972030981067126,0.9182748424615916,0.3888888888888889,0.013599594123661518,0.00244329497218132
analytic-Chebyshev,43,mirrored kites,lsmlab-inspired,35,8,0.9973070407853016,0.9223020669044404,0.3194444444444444,0.0067761619575321674,0.0028687601443380117
exact,43,mirrored kites,lsmlab-inspired,24,0,0.9989566321901651,0.9600968923549569,0.3055555555555556,0.0064528752118349075,2.5158633434330113e-05
exact,43,mirrored kites,lsmlab-inspired,25,0,0.9966293746414228,0.9123674240306768,0.3888888888888889,0.01693671941757202,2.2846817955723964e-05
exact,43,mirrored kites,lsmlab-inspired,26,0,0.9985666507405638,0.948418298335667,0.3194444444444444,0.014504578895866871,2.4505397959728725e-05
exact,43,mirrored kites,lsmlab-inspired,27,0,0.9979196849808685,0.929494931096525,0.375,0.018735753372311592,2.100904384860769e-05
exact,43,mirrored kites,lsmlab-inspired,28,0,0.9977977977977979,0.9383442487680878,0.3472222222222222,0.0257875919342041,2.109347769874148e-05
exact,43,mirrored kites,lsmlab-inspired,29,0,0.9960692590065945,0.8840201618249759,0.4305555555555556,0.011023021303117275,2.0350100385257974e-05
exact,43,mirrored kites,lsmlab-inspired,30,0,0.9993574391027514,0.9619442408802271,0.2361111111111111,0.014671606943011284,2.2730564523953944e-05
exact,43,mirrored kites,lsmlab-inspired,31,0,0.9965910732341471,0.9012933241825719,0.4861111111111111,0.002164584118872881,1.8513917893869802e-05
exact,43,mirrored kites,lsmlab-inspired,32,0,0.9990749917409978,0.9477040388805094,0.20833333333333334,0.014303188771009445,2.3349988623522222e-05
exact,43,mirrored kites,lsmlab-inspired,33,0,0.9967916666666666,0.8859797453612654,0.3333333333333333,0.0035842270590364933,2.059832877421286e-05
exact,43,mirrored kites,lsmlab-inspired,34,0,0.9972030981067126,0.9182748424615916,0.3888888888888889,0.013599594123661518,2.2824327970738523e-05
exact,43,mirrored kites,lsmlab-inspired,35,0,0.9973070407853016,0.9223020669044404,0.3194444444444444,0.0067761619575321674,2.109011256834492e-05
identity,43,mirrored kites,lsmlab-inspired,36,8,0.9980454328280416,0.9434089923335992,0.3194444444444444,0.03380700945854187,0.9817948341369629
identity,43,mirrored kites,lsmlab-inspired,37,8,0.9988438415292122,0.9636909914900031,0.3611111111111111,0.008397041819989681,1.241111159324646
identity,43,mirrored kites,lsmlab-inspired,38,8,0.9956842237903226,0.8811516522286629,0.4444444444444444,0.02651967853307724,1.5127604007720947
identity,43,mirrored kites,lsmlab-inspired,39,8,0.99839849790148,0.9402937788018433,0.25,0.013620080426335335,0.5670821666717529
identity,43,mirrored kites,lsmlab-inspired,40,8,0.9964590845596595,0.8940458854687676,0.4305555555555556,0.02318744733929634,1.4835624694824219
identity,43,mirrored kites,lsmlab-inspired,41,8,0.9974999999999999,0.9356362056487828,0.3333333333333333,0.02108299732208252,1.0769178867340088
identity,43,mirrored kites,lsmlab-inspired,42,8,0.999000999000999,0.9562908125988914,0.3194444444444444,0.006653241813182831,0.6570833921432495
identity,43,mirrored kites,lsmlab-inspired,43,8,0.9994235836627141,0.9613095238095237,0.16666666666666666,0.023731818422675133,0.1941027045249939
identity,43,mirrored kites,lsmlab-inspired,44,8,0.9978004713275727,0.9102046885227664,0.2638888888888889,0.012790984474122524,0.6077572107315063
identity,43,mirrored kites,lsmlab-inspired,45,8,0.9983813781408971,0.9517982166151502,0.3611111111111111,0.02007080614566803,1.1033837795257568
identity,43,mirrored kites,lsmlab-inspired,46,8,0.9991035856573706,0.961193082788671,0.2777777777777778,0.019331449642777443,0.7790089249610901
identity,43,mirrored kites,lsmlab-inspired,47,8,0.9985980489514575,0.9144833275061197,0.2361111111111111,0.0033768329303711653,0.44577571749687195
graph-small,43,mirrored kites,lsmlab-inspired,36,8,0.9980888676540851,0.9443732279577226,0.3194444444444444,0.03380700945854187,0.9283770322799683
graph-small,43,mirrored kites,lsmlab-inspired,37,8,0.9988438415292122,0.9635992763364136,0.3611111111111111,0.011484671384096146,1.103845238685608
graph-small,43,mirrored kites,lsmlab-inspired,38,8,0.9956527217741936,0.8847761354530459,0.4444444444444444,0.02651967853307724,1.4298983812332153
graph-small,43,mirrored kites,lsmlab-inspired,39,8,0.9982880494808926,0.9335263496079436,0.25,0.013620080426335335,0.5473856925964355
graph-small,43,mirrored kites,lsmlab-inspired,40,8,0.9964590845596596,0.8978418378955,0.4305555555555556,0.02318744733929634,1.449803113937378
graph-small,43,mirrored kites,lsmlab-inspired,41,8,0.9977083333333333,0.9379576897979982,0.3333333333333333,0.012016456574201584,1.0580638647079468
graph-small,43,mirrored kites,lsmlab-inspired,42,8,0.999000999000999,0.9562908125988914,0.3194444444444444,0.006653241813182831,0.62338787317276
graph-small,43,mirrored kites,lsmlab-inspired,43,8,0.9994235836627141,0.9613095238095237,0.16666666666666666,0.023731818422675133,0.17818167805671692
graph-small,43,mirrored kites,lsmlab-inspired,44,8,0.9979575805184603,0.9172165363240878,0.2638888888888889,0.012790984474122524,0.5868323445320129
graph-small,43,mirrored kites,lsmlab-inspired,45,8,0.9977647602898103,0.9453220611916264,0.3611111111111111,0.02007080614566803,1.0800340175628662
graph-small,43,mirrored kites,lsmlab-inspired,46,8,0.9991035856573706,0.9611930827886712,0.2777777777777778,0.019331449642777443,0.7494457364082336
