method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
looped-Chebyshev,128,149251,32768,48,48,2304,ID,48,0.8439011667389772,0.17147619019476013,0.10604740275690949,0.81246376161774,0.9055426129657581,0.33129374131870765,0.20278417454877243,0.14676984190009532,0.14564731812182188,0.04851089403859255,0.2561794829656442
looped-Chebyshev,128,149251,32768,48,48,2304,OOD,120,0.6735613929317681,0.17392584295750124,3728929.160079678,5775918.593786684,63272010.05047454,3393674.966394902,5830114.156348187,0.148718255215014,0.29249574278170865,0.03111928179016866,11320799.006690573
looped-Chebyshev,128,149251,32768,64,8,64,All,168,0.5155591627153259,0.2783982987485593,0.050779912990817216,0.06655363453033451,0.10326553861411691,0.004634527151059305,0.004259918006612501,0.022085776563580104,0.7625425133211094,0.04209863431823697,0.015615534172922038
looped-Chebyshev,128,149251,32768,64,8,64,ID,48,0.7683585739791498,0.2367116798356025,0.1441006975243605,0.14410220323285705,0.13999831588304643,0.009592329638204874,0.009592312198947135,0.03743182371090365,0.5045174316425497,0.06696612051597269,0.03960575202697385
looped-Chebyshev,128,149251,32768,64,8,64,OOD,120,0.41443939820979625,0.2248309686877008,0.01345159917739991,0.03553420704932549,0.061871780362377046,0.0026514061562010766,0.0021269603296786475,0.015947357704650687,0.8657525459925334,0.040227364437490525,0.01107026612730983
looped-Chebyshev,128,149251,32768,64,12,144,All,168,0.7371006043599325,0.1706734319211838,0.0347587607157904,0.284957737972339,0.14377292680623044,0.022677152628256404,0.010803935835914021,0.06724490955405465,0.4301961782039143,0.025808772649066378,0.02174095135525488
looped-Chebyshev,128,149251,32768,64,12,144,ID,48,0.8564810168788456,0.15480188207674678,0.03784735207833966,0.31481812677035725,0.10988805352782595,0.015763116864642702,0.011253286211285699,0.06176299663881457,0.3042357531085144,0.04379370506115453,0.031087509669657017
looped-Chebyshev,128,149251,32768,64,12,144,OOD,120,0.6893484393523672,0.15286094751325463,0.0335233241707707,0.2730135824531316,0.15406366245605183,0.025442766933701885,0.010624195685765348,0.06943767472015068,0.48058034824207424,0.027350293777443444,0.027565486784886836
looped-Chebyshev,128,149251,32768,64,16,256,All,168,0.7387917738333017,0.17258515020757176,0.03801689940016889,0.3616901311491217,0.20320198273614282,0.02322053393748185,0.011251003758626987,0.06081059404338395,0.43235239568111,0.02609785749412436,0.030727651722023484
looped-Chebyshev,128,149251,32768,64,16,256,ID,48,0.8646407382797072,0.15041582539440448,0.039463078176292236,0.35981240806480247,0.11263744159518947,0.016918604766639516,0.011636190019392673,0.07500042626634236,0.29931971973079874,0.0425528824681012,0.031865316040648566
looped-Chebyshev,128,149251,32768,64,16,256,OOD,120,0.6884521880547395,0.15466196777139848,0.03743842788971956,0.36244122038284937,0.23007250642219526,0.02574130560581878,0.011096929254320712,0.05513466115420059,0.48556546606123446,0.027672537188600438,0.04116519453220159
looped-Chebyshev,128,149251,32768,64,24,576,All,168,0.7688725376339715,0.15666739851497155,0.04559733185340602,0.4189887084066868,0.2275818081944869,0.022045666346370767,0.012386748744618278,0.06842563412196576,0.3968355113424228,0.02369081833229205,0.034414302686942795
looped-Chebyshev,128,149251,32768,64,24,576,ID,48,0.871959936936029,0.16027375926314927,0.0478568306813637,0.417685207289954,0.14085212404274622,0.01669877812188735,0.01279337269564465,0.09010857260242722,0.2804528008855413,0.04534170804676013,0.039847295748684945
looped-Chebyshev,128,149251,32768,64,24,576,OOD,120,0.7276375779131485,0.13527141892149708,0.044693532322222944,0.41951010885337986,0.2546533119135234,0.024184421636164136,0.012224099164207728,0.05975245872978117,0.44338859552517534,0.024203127792818132,0.0455632586709557
looped-Chebyshev,128,149251,32768,64,32,1024,All,168,0.7623811124836232,0.17121847171190993,1.134515321957657,4.21012336840587,48.38520472308669,1.5386835370113008,1.245678630657494,0.0826930349825748,0.3633989229870383,0.02589119208532662,7.316679193826428
looped-Chebyshev,128,149251,32768,64,32,1024,ID,48,0.8782135358938593,0.14460448031520784,0.05776446634748325,0.48441782873123884,0.1329883627127867,0.0172817586183858,0.01414778192217146,0.10731180186849083,0.23551764020036592,0.040908843461645486,0.03762262483554434
looped-Chebyshev,128,149251,32768,64,32,1024,OOD,120,0.7160481431195289,0.15907581945837487,1.5652156642017265,5.700405584275723,57.25035360321725,2.147244248368467,1.7382909701516231,0.07284552822820838,0.4145514361017073,0.02846227545918391,10.24338796391889
looped-Chebyshev,128,149251,32768,64,48,2304,All,168,0.7584822361261536,0.17624558720506373,5276429360.837581,8172915761.376406,105933095590.80972,4802044684.339187,8249603023.3290205,0.1470598336420066,0.3129175719527882,0.02665137883134179,16018914891.086119
looped-Chebyshev,128,149251,32768,64,48,2304,ID,48,0.8602562115339031,0.17097351602912841,0.09441983521295087,0.7687260887275139,1.4711231538490064,0.46136258061354357,0.27773406172248843,0.12854990716247505,0.16908481808301679,0.0483686866968199,0.4161831409540494
looped-Chebyshev,128,149251,32768,64,48,2304,OOD,120,0.7177726459630538,0.16185592809822572,7387001105.134846,11442082065.619476,125341729037.19525,6722862557.890317,11549444232.549534,0.15446380423381922,0.3704506735006968,0.028959700009208604,22426480847.52156
looped-Chebyshev,128,149251,32768,96,8,64,All,168,0.5121241075551608,0.2767316570250162,0.02600329652489375,0.03169356803496992,0.06177884488056081,0.001568703459456911,0.0013957897109480781,0.007884930531232463,0.8495429406896056,0.041846609285130246,0.009342029067421785
looped-Chebyshev,128,149251,32768,96,8,64,ID,48,0.7663572282344839,0.23574180700128994,0.0836499128827199,0.08365259779202457,0.08619517084095656,0.003323698127132906,0.0033236780888424773,0.01669954392309587,0.5520567593242353,0.06669174190840735,0.024384754493057305
looped-Chebyshev,128,149251,32768,96,8,64,OOD,120,0.4104308592834316,0.22140696127757453,0.0029446499817632884,0.010909956132148065,0.02995267364170452,0.0008667055923865127,0.0006246343597903185,0.0043590851744871,0.9685374132357538,0.03961473177959746,0.005359213303642979
looped-Chebyshev,128,149251,32768,96,12,144,All,168,0.7408071106014996,0.16679690866292604,0.019150724281124454,0.15852639783129446,0.11509589230009928,0.011167632457467547,0.005088586692138348,0.03679469664209695,0.6048347832568522,0.025222575334610343,0.01740448811380583
looped-Chebyshev,128,149251,32768,96,12,144,ID,48,0.8575489442237464,0.15564169909693654,0.021426884190683834,0.1804091594725226,0.09493695218685254,0.007410634881428706,0.005171998374862546,0.032531007382203776,0.45227465332330513,0.04403129066666605,0.026857818701549754
looped-Chebyshev,128,149251,32768,96,12,144,OOD,120,0.6941103771526009,0.14757855865213756,0.018240260317300704,0.14977329317480323,0.12149172658275695,0.012670431487883082,0.00505522201904867,0.03850017234605422,0.665858835230271,0.02640515448877248,0.021737628005211163
looped-Chebyshev,128,149251,32768,96,16,256,All,168,0.743084333268931,0.17238424031774516,0.02144706283330114,0.20747648338077673,0.13700564671823132,0.01249597635164497,0.006028473446522568,0.03218083492191948,0.5845936507297059,0.026067476446464417,0.020717621647299057
looped-Chebyshev,128,149251,32768,96,16,256,ID,48,0.8682661527498426,0.1438282420241021,0.024140414791569684,0.2246242462812612,0.102233256138808,0.009082840115297534,0.006231502537654358,0.039416412134111505,0.4177561590913683,0.04068924438234614,0.028921954996417653
looped-Chebyshev,128,149251,32768,96,16,256,OOD,120,0.6930116054765664,0.15710889106055612,0.020369722049993717,0.20061737822058298,0.14848519420550554,0.013861230846183946,0.005947261810069854,0.02928660403704266,0.6513286473850409,0.028110347315372854,0.026567372171817653
looped-Chebyshev,128,149251,32768,96,24,576,All,168,0.7767357401986197,0.15945551832880156,0.026983378549283767,0.24990916988324546,0.15790561477762602,0.012397079290600355,0.006922267876299315,0.039756770802861295,0.5525236775727189,0.02411243023511431,0.023878058031251072
looped-Chebyshev,128,149251,32768,96,24,576,ID,48,0.8724338743768599,0.16231107039941056,0.031099553976673588,0.27864860122402507,0.13064877679467202,0.009341041703009922,0.007126915491729304,0.05354591601644638,0.39609905899851583,0.04591806669190243,0.03696075216133262
looped-Chebyshev,128,149251,32768,96,24,576,OOD,120,0.7384564865273234,0.14179273400233314,0.025336908378327843,0.23841339734693365,0.16668433874867683,0.013619494325636526,0.00684040883012732,0.03424111271742727,0.6150935250024001,0.025369939108446496,0.02982361228972436
looped-Chebyshev,128,149251,32768,96,32,1024,All,168,0.7739889714394492,0.16711505281086203,20.037320467172236,69.48924797564922,896.8601308693982,28.101757146370975,22.825029783785187,0.05791984232685835,0.5177812087654491,0.025270684228251756,135.62075218777653
looped-Chebyshev,128,149251,32768,96,32,1024,ID,48,0.8815974462919888,0.14220750680312103,0.038606234826147515,0.3364612908723454,0.14009409968691144,0.010001852070369391,0.008015138504560987,0.07052681675607643,0.33729272156294127,0.04023073574344806,0.03963284942139713
looped-Chebyshev,128,149251,32768,96,32,1024,OOD,120,0.7309455814984336,0.1570541512967531,28.036806160110668,97.15036264955998,1061.1807407557242,39.33845926409121,31.95183564189744,0.052877052555171104,0.5899766036464522,0.028100553128919892,189.86932557197093
looped-Chebyshev,128,149251,32768,96,48,2304,All,168,0.775133626938648,0.17017613141944518,2.3328454375162636e+16,5952.883303210317,77151.6360141905,5952.68025759653,3.647361491952006e+16,0.06612710390583652,0.44464436630507753,0.0257335722183774,11666.66077420466
looped-Chebyshev,128,149251,32768,96,48,2304,ID,48,0.8661901590663601,0.17252788326868768,0.10508010323004173,0.9048921189581355,3.457076867606291,1.0128297526098322,0.6011727783479728,0.0924083970021456,0.26357886351373355,0.04880841972546765,0.978012687459643
looped-Chebyshev,128,149251,32768,96,48,2304,OOD,120,0.738711014087563,0.15557254471640927,3.2659836125227692e+16,8333.67466764686,91287.06149652271,8333.347228734097,5.106306088732809e+16,0.055614586667312886,0.5170705674216152,0.027835460076088444,16333.32771140222
looped-Chebyshev,128,149251,32768,128,8,64,All,168,0.5115770515364866,0.27596480335976664,0.015218940226209999,0.01801364985615464,0.03813197614477082,0.0005783928302388521,0.0005002672663903558,0.0037888499073503537,0.8758958931790576,0.04173064775744111,0.005766213826616458
looped-Chebyshev,128,149251,32768,128,8,64,ID,48,0.764985521315535,0.2348678106350293,0.050836513252572,0.05083953245336182,0.05456874301698401,0.0012232162836198525,0.001223157977430343,0.00880452552483269,0.6016422170990458,0.06644448691011498,0.015437586450395663
looped-Chebyshev,128,149251,32768,128,8,64,OOD,120,0.41021366362486716,0.22096401832342963,0.0009719110156651986,0.004883296817271769,0.0159992687904559,0.000320463448886452,0.00021111098197436099,0.0017825796603574188,0.9855973636110623,0.03953547922935757,0.002862632403906223
looped-Chebyshev,128,149251,32768,128,12,144,All,168,0.7396682073976738,0.16622766167504405,0.01116611080388312,0.09286421210882027,0.08818442734702892,0.005926090292632529,0.002623373031729807,0.021481984979583875,0.7160471264117708,0.02513649535176804,0.013335009503052565
looped-Chebyshev,128,149251,32768,128,12,144,ID,48,0.853632060487603,0.1564009299264082,0.013540366974969659,0.11481960179905093,0.06722509884602955,0.00384886101286,0.0026591090378739104,0.019623258430025648,0.5194780964326734,0.04424607830731459,0.019018090168376637
looped-Chebyshev,128,149251,32768,128,12,144,OOD,120,0.6940826661617021,0.14758637632524751,0.010216408335448504,0.08408205623272802,0.0941069606397638,0.006756982004541541,0.0026090786292721655,0.022225475599407168,0.7946747384034097,0.02640655324796959,0.016837871685812147
looped-Chebyshev,128,149251,32768,128,16,256,All,168,0.7460969165514075,0.1728948845573607,0.012812705606587977,0.12441978006002799,0.09466104088973638,0.007191628645939169,0.003420625215983857,0.018922893811360926,0.7018267024042351,0.02614469468093971,0.014314385405781185
looped-Chebyshev,128,149251,32768,128,16,256,ID,48,0.8661504871151894,0.1450549168532773,0.015891891162027553,0.14969546029654637,0.08378964327746471,0.005184604194558479,0.0035703805066683437,0.024867743622356355,0.48480016163860756,0.04103627269333403,0.023704226819758017
looped-Chebyshev,128,149251,32768,128,16,256,OOD,120,0.6980754883258947,0.15968991031623353,0.011581031384412148,0.11430950796542064,0.09716720920314277,0.007994438426491444,0.0033607230997100626,0.016544953886962754,0.7886373187104861,0.028572150254818157,0.017385419627925724
looped-Chebyshev,128,149251,32768,128,24,576,All,168,0.7782400929810358,0.15988917802981792,0.017262876881951685,0.16134132572361043,0.11929830903414526,0.007549179794122639,0.004175485971028915,0.024585358892744803,0.6611546294298023,0.024178007076832486,0.018039966154205878
looped-Chebyshev,128,149251,32768,128,24,576,ID,48,0.8708382359291446,0.1625152923242031,0.021388833682673632,0.19560347334481773,0.11251022654975816,0.0059078147945304275,0.004391974978110085,0.034952351178314175,0.46101721201557666,0.045975841407696595,0.03182932669669344
looped-Chebyshev,128,149251,32768,128,24,576,OOD,120,0.7412008358017924,0.14353729387664557,0.015612494161662908,0.1476364666751275,0.11962549485820988,0.008205725793959524,0.004088890368196448,0.020438561978517053,0.7412095963954926,0.02568208047516573,0.021403716782276205
looped-Chebyshev,128,149251,32768,128,32,1024,All,168,0.778174977676265,0.16680467073267163,385.9893882224098,1335.2901240034428,17304.7872645734,541.9697550389822,440.2489367647504,0.04762334335273837,0.6138924211540836,0.02522374909370744,2616.7829123989195
looped-Chebyshev,128,149251,32768,128,32,1024,ID,48,0.8836599860328661,0.13519128796736463,0.027586269871486924,0.2468261923640966,0.1319282319180498,0.006486175222865564,0.00507953625735045,0.04939858171079924,0.4053465028021795,0.03824583598502459,0.03732271210368275
looped-Chebyshev,128,149251,32768,128,32,1024,OOD,120,0.7359809743336245,0.1598273723700028,540.3741090034251,1869.3074431278742,20475.302259152948,758.7550625844858,616.3464796561476,0.04691324800951401,0.6973107884948452,0.028596745336917296,3663.496406897689
looped-Chebyshev,128,149251,32768,128,48,2304,All,168,0.782714959730126,0.16716849804075834,5952.446481253597,5952.949895928836,77151.63093446953,5953.019655997273,5952.759389278515,0.04891896351806017,0.5417273949549001,0.025278766070704003,11666.660006063055
looped-Chebyshev,128,149251,32768,128,48,2304,ID,48,0.8683076971244197,0.1727862445214705,0.1622239709249697,1.4270158872629206,7.736738161402974,2.21309173021776,1.3093111773584194,0.0694896535230024,0.33381164067153196,0.0488815105455004,2.1887358514664723
looped-Chebyshev,128,149251,32768,128,48,2304,OOD,120,0.7484778647724083,0.15260654433053372,8333.360184166666,8333.559047945464,91287.07213970255,8333.342281704096,8333.339420518978,0.04069068751608328,0.6248936966682473,0.027304775272563506,16333.329615708715
looped-HB,128,149251,32768,1,8,64,All,168,0.06523662357599509,0.03750608250069433,1.0890910189066614,1.6592661163636617,0.8058988707724526,1.1107459103777295,1.3380321931271326,0.29663874767720694,0.2449586925171648,0.0056715678903354935,0.1218658375810393
looped-HB,128,149251,32768,1,8,64,ID,48,0.0399326067937966,0.03540124170373915,1.0451078712940216,1.3114975268642108,0.15149828810703284,1.461334618429343,1.5822925542791684,0.38805854599922895,0.19334608451754318,0.010015069049377394,0.04285911293597782
looped-HB,128,149251,32768,1,8,64,OOD,120,0.07535823028887449,0.03342991918444568,1.1066842779517174,1.798373552163442,0.9132815009277049,0.9705104271570841,1.2403280486663182,0.2600708283483982,0.26560373571701346,0.005981371472079232,0.16340679394069121
looped-HB,128,149251,32768,1,12,144,All,168,0.10497267707296891,0.040186752797411615,0.9129454422564733,2.641080922314099,0.7678976958495947,1.017180520154181,1.2161300920304798,0.25021748776946745,0.18899568296287073,0.006076931569124299,0.11611940315980873
looped-HB,128,149251,32768,1,12,144,ID,48,0.07327045903204829,0.0482582849080385,0.7988398112356663,3.2131426483392715,0.7724838578267629,1.2409432257215183,1.2952986545860767,0.2960688568030794,0.09614157962399376,0.013652347553319984,0.21853694399785187
looped-HB,128,149251,32768,1,12,144,OOD,120,0.11765356428933717,0.027911364299607777,0.9585876946647962,2.41225623190403,0.6379884719589433,0.927675437927246,1.184462667008241,0.23187694015602267,0.2261373242984215,0.00499397672029559,0.11415062132325401
looped-HB,128,149251,32768,1,16,256,All,168,0.10514100558732904,0.04273909465306493,0.8415748913373265,2.402547617753347,0.6396073992748366,0.9934928942294348,1.1123995869642211,0.28517611568704954,0.14733660998310713,0.006462889769728551,0.09671969308127558
looped-HB,128,149251,32768,1,16,256,ID,48,0.07050256226822556,0.0468224356820817,0.7738846130669117,2.7691844403743744,0.6155335357524644,1.1902028570572536,1.1480337070922058,0.32349483327319223,0.07581313680081313,0.013246143464130267,0.17413544175534446
looped-HB,128,149251,32768,1,16,256,OOD,120,0.11899638291497043,0.0319373363180069,0.8686510026454926,2.2558928887049357,0.5903899531491127,0.9148089090983073,1.0981459389130275,0.2698486286525925,0.17594599925602472,0.005714314512480445,0.10563416572096782
looped-HB,128,149251,32768,1,24,576,All,168,0.09867707636947695,0.03795001565209445,0.8439501449465752,2.162452378443309,0.5028213417758406,0.969065031835011,1.0157535409643537,0.29761640878305545,0.10215469911539302,0.005738698255307356,0.07603527711907723
looped-HB,128,149251,32768,1,24,576,ID,48,0.07013461222664343,0.04843104131470041,0.8054506195088228,2.381818264722824,0.31130840937485266,1.2245483075579007,1.0804841369390488,0.3417383562773466,0.05649447179166595,0.013701220622686324,0.08806965703724705
looped-HB,128,149251,32768,1,24,576,OOD,120,0.11009406202661036,0.025192777612184636,0.8593499551216761,2.0747060239315034,0.5379218363034612,0.8668717215458552,0.9898613025744756,0.27996762978533896,0.12041879004488384,0.004507559844238855,0.09624642847988231
looped-HB,128,149251,32768,1,32,1024,All,168,0.10308242223057838,0.04316740019763328,0.8648246516074453,2.000264286285355,0.48472576341571144,0.950490605263483,0.9827201210317158,0.2979791884620984,0.0838799789960917,0.0065276569704561015,0.07329891292581715
looped-HB,128,149251,32768,1,32,1024,ID,48,0.07182275315706406,0.050603268686760836,0.8528422837456068,2.001188258330027,0.3068051526847306,1.191572543233633,1.0594339358309905,0.3455754624058803,0.0501169206933506,0.014315747291106401,0.08679567837073379
looped-HB,128,149251,32768,1,32,1024,OOD,120,0.11558628985998412,0.03243270957245744,0.8696175987521807,1.999894697467486,0.5408833789417254,0.8540578300754229,0.9520345951120058,0.2789406788845857,0.09738520231718814,0.0058029480337239,0.09677631569115927
looped-HB,128,149251,32768,1,48,2304,All,168,0.09735409817218432,0.043308729053921816,0.8956968280531111,1.9214356399717785,0.4679483284263841,0.956089490935916,0.9881444066053345,0.2915760926192715,0.07032009088461992,0.006549028336108301,0.07076187479164522
looped-HB,128,149251,32768,1,48,2304,ID,48,0.06577928018195064,0.04718943956268389,0.8890048029522101,1.7827013706167538,0.2984579482732508,1.1962231360375881,1.0568247536818187,0.3423331292967002,0.04041772873703541,0.013349969460867328,0.08443424062089892
looped-HB,128,149251,32768,1,48,2304,OOD,120,0.1099840253682778,0.03449210453365553,0.8983736380934715,1.9769293477137884,0.5111273911131826,0.8600360328952471,0.9606722677747409,0.2712732779483,0.08228103574365372,0.006171420544910385,0.09145229394467554
looped-HB,128,149251,32768,2,8,64,All,168,0.11525261749515311,0.07295062638300466,0.8502908913152558,1.3503329182664554,0.5439135203920166,0.9089728407561779,1.0302765866120656,0.30532495464597426,0.20271500981678917,0.011031395512075971,0.08224912472043948
looped-HB,128,149251,32768,2,8,64,ID,48,0.1527320766781992,0.10654460473946209,0.8792425195376078,1.1591231003403664,0.14323692277592384,1.3668369476993878,1.4365755456189315,0.37055559549480677,0.16855335468426344,0.030141642551245053,0.0405219592020609
looped-HB,128,149251,32768,2,8,64,OOD,120,0.1002608338219347,0.046815451678024686,0.838710240026315,1.426816845436891,0.6216297205526156,0.725827197978894,0.8677570030093193,0.2792326983064413,0.21637967186979948,0.008376347115123419,0.11122366931835144
looped-HB,128,149251,32768,2,12,144,All,168,0.1803268852088618,0.16545743963282655,0.7244251503476075,2.5084723078069233,0.7536737175876035,0.7680144598264069,0.8667903907951855,0.22955615171009583,0.15168701109637148,0.025020024467265815,0.11396849181410779
looped-HB,128,149251,32768,2,12,144,ID,48,0.2964497118900858,0.27625024324953823,0.6568784030775229,3.1107331812381744,0.7971411182635972,0.9296370300774773,0.9368779597183069,0.24643290865545467,0.08189838238467924,0.07815164462887206,0.2255125232136875
looped-HB,128,149251,32768,2,12,144,OOD,120,0.1338777545363722,0.025748143133385012,0.7514438492556413,2.2675679584344226,0.584246721494223,0.7033654317259789,0.8387553632259369,0.22280544893195228,0.17960246258104837,0.004606927343955395,0.10453500211353593
looped-HB,128,149251,32768,2,16,256,All,168,0.14921369164290765,0.08512009803814811,0.6866006936345782,2.4273282495282946,0.48941315252760875,0.7437737421797854,0.7885808446222827,0.24959371930786536,0.14928783636146575,0.012871629950860183,0.07400772717150791
looped-HB,128,149251,32768,2,16,256,ID,48,0.17622364520123,0.1517858246192918,0.6496973757942518,2.80036668976148,0.4917320458350821,0.8784337940936288,0.8437632403026024,0.26658850473662216,0.07916134968885062,0.042940457484527544,0.13911179822570452
looped-HB,128,149251,32768,2,16,256,OOD,120,0.13840971021957874,0.025623657628621177,0.7013620207707087,2.2781128734350204,0.40256216254797295,0.6899097214142481,0.7665078863501549,0.24279580513636267,0.17733843103051183,0.004584654061068482,0.07202750989369147
looped-HB,128,149251,32768,2,24,576,All,168,0.15981126734673992,0.12488307660861497,0.7017982240234103,2.2215834870224906,0.4329168431556626,0.7487923837311211,0.735539161378429,0.2719874637911007,0.11903243190179287,0.018884479532796213,0.06546450877085361
looped-HB,128,149251,32768,2,24,576,ID,48,0.22677803640855862,0.21754661537857084,0.6750224816302458,2.470217670003573,0.4546336344747003,0.9811247534429034,0.829400526980559,0.29692607000470156,0.06784119712392563,0.061544292505553835,0.1286165971108468
looped-HB,128,149251,32768,2,24,576,OOD,120,0.13302455972201244,0.025730861644928337,0.712508520980676,2.1221298138300577,0.38271357615974155,0.6558594358464082,0.6979946151375771,0.26201202130566037,0.13950892581293978,0.0046038352933441,0.06847614718387952
looped-HB,128,149251,32768,2,32,1024,All,168,0.16615584522836147,0.11315226178815353,0.7275564358347938,2.0847822725772858,0.4161953597943345,0.7199915596062229,0.7064466762046019,0.2875862990816434,0.08879980396332458,0.0171105775887057,0.06293593148984507
looped-HB,128,149251,32768,2,32,1024,ID,48,0.23324427729584943,0.19216052477436354,0.7067909762263298,2.1203794156511626,0.5184687826881723,0.8503299088527759,0.7268868442624807,0.32379307815184194,0.05189732043800172,0.05436252604598829,0.1466756647132026
looped-HB,128,149251,32768,2,32,1024,OOD,120,0.13932047240136627,0.029018906506383974,0.7358626196781795,2.070543415347735,0.36905836602540054,0.6678562199076017,0.6982706089814504,0.273103587453564,0.10356079737345374,0.005192141164642112,0.06603292008864929
looped-HB,128,149251,32768,2,48,2304,All,168,0.17584907747570072,0.16060054079616157,0.7511776174817767,1.9761938892659687,0.45955380703489407,0.6962689866444894,0.6680203821687472,0.30038129183508094,0.06522564228812583,0.02428557742155991,0.06949247807505057
looped-HB,128,149251,32768,2,48,2304,ID,48,0.28232610444734413,0.26829830958426854,0.7379197639723619,1.874978485206763,0.5825244050184786,0.8271354011570414,0.6890710027267536,0.3480282751843333,0.03791985452213941,0.0759020296181835,0.16479710480300314
looped-HB,128,149251,32768,2,48,2304,OOD,120,0.13325826668704338,0.03692321379679809,0.7564807588855426,2.016680050889651,0.3956859355017763,0.6439224208394686,0.6596001339455445,0.2813224984953801,0.07614795739452039,0.006606401183416813,0.07079719677020666
looped-HB,128,149251,32768,4,8,64,All,168,0.26704704114480815,0.24906399144666605,0.6629936127435594,1.1489572833691324,0.43402895126165414,0.6085670827222722,0.6993603285934243,0.2502377666089506,0.22641064865387128,0.03766278007044737,0.06563267873700261
looped-HB,128,149251,32768,4,8,64,ID,48,0.4873381919588438,0.31314797330940913,0.6826357021927834,0.999914056311051,0.1661923859498832,0.6983519640440742,0.7514297524467111,0.26643617885808146,0.18784544739173722,0.08859007267632282,0.047016097195061314
looped-HB,128,149251,32768,4,8,64,OOD,120,0.17893058081919386,0.14463798485665627,0.6551367769638697,1.208574574192365,0.49082968768955976,0.5726531301935514,0.6785325590521097,0.24375840170929827,0.24183672915872495,0.025879019079506543,0.08782057400132395
looped-HB,128,149251,32768,4,12,144,All,168,0.20860703101868192,0.18063191178391116,0.5357281320861408,2.176396595580237,0.42016709931259333,0.5268543611857153,0.6036794579454831,0.1756500849234206,0.20178115604046196,0.027314666916348266,0.06353652714843235
looped-HB,128,149251,32768,4,12,144,ID,48,0.342934336458596,0.2952350161139351,0.5004861087848743,2.4482899059851966,0.46542012013072903,0.5445110372578105,0.6025773181269566,0.182490164724489,0.12869366277785346,0.08352246785351614,0.13166811150543475
looped-HB,128,149251,32768,4,12,144,OOD,120,0.15487610884271627,0.034252840127207335,0.5498249414066474,2.0676392714182534,0.34705814388740225,0.5197916907568773,0.6041203138728937,0.17291405300299323,0.23101615334550538,0.00612861071078793,0.062096580896514604
looped-HB,128,149251,32768,4,16,256,All,168,0.17694234093363143,0.12593743488694656,0.5365242793091706,2.2998554671094533,0.3368824510681158,0.5429035925439426,0.6106572871406873,0.1769434066400641,0.1973472385933356,0.019043916726914904,0.050942448928385765
looped-HB,128,149251,32768,4,16,256,ID,48,0.23398882719340605,0.2220038321234212,0.5044790909936031,2.3629731039206185,0.3363346555262454,0.5620679731170336,0.5878469459712505,0.19418836369489625,0.11224489554297175,0.062805246396417,0.09514962291388014
looped-HB,128,149251,32768,4,16,256,OOD,120,0.15412374642972154,0.030889152169453808,0.5493423546353976,2.274608412384987,0.3351707632837624,0.5352378403147061,0.619781423608462,0.17004542381813123,0.23138817581348117,0.0055267705723036995,0.05996965863780205
looped-HB,128,149251,32768,4,24,576,All,168,0.20734606409605646,0.19278345053456547,0.5730533427780583,2.146677228666487,0.2901855535734441,0.5924846689615931,0.6202457199494044,0.19646100877296352,0.14849823562655637,0.029152189590039995,0.043881070966446785
looped-HB,128,149251,32768,4,24,576,ID,48,0.34813805370385986,0.31841689312369426,0.5513755393524965,2.195387229323387,0.3394662622985854,0.6783066367109617,0.6327100122968355,0.21822709528108433,0.07762010919880893,0.09008065869014971,0.09603555958025335
looped-HB,128,149251,32768,4,24,576,OOD,120,0.1510292682529351,0.030302321826273432,0.581724464148283,2.127193228403727,0.267058050921913,0.5581558818618456,0.6152600030104319,0.18775457416971522,0.17684948619765536,0.0054217733016168265,0.04778274809340972
looped-HB,128,149251,32768,4,32,1024,All,168,0.18525825008935423,0.13840993381393743,0.6095622630701178,2.0068300302539552,0.3143835618705879,0.5962011831856909,0.6219986572506881,0.22019699774682516,0.10733266296267084,0.020929974126411524,0.047540228034253375
looped-HB,128,149251,32768,4,32,1024,ID,48,0.25027201545327366,0.24238255502616293,0.5984384429951509,2.022049951056639,0.406146775103304,0.6883278644333283,0.6496833631147941,0.23938880457232392,0.05734481156347703,0.06857042036169998,0.11489958546883157
looped-HB,128,149251,32768,4,32,1024,OOD,120,0.15925274394378647,0.03597539144081888,0.6140117911001046,2.0007420619328817,0.27096655280112286,0.559350510686636,0.6109247749050458,0.21252027501662568,0.12732780352234835,0.006436814246356827,0.04848206781087262
looped-HB,128,149251,32768,4,48,2304,All,168,0.1777359718264058,0.13840155808599655,0.6563346059549422,1.9839943675767808,0.39548837065297626,0.6270748968457892,0.6391381949541115,0.2471198907920292,0.07256741838673834,0.020928707571589468,0.059804676853547636
looped-HB,128,149251,32768,4,48,2304,ID,48,0.2363367415163705,0.2421424776140976,0.6481584484378496,1.9480608801047008,0.5709010868376203,0.7213445079202453,0.6513136581828197,0.2720341828341285,0.04179953175480473,0.06850250207004367,0.1615088491215115
looped-HB,128,149251,32768,4,48,2304,OOD,120,0.1542956639504199,0.04224432088640039,0.6596050689617793,1.9983677625656129,0.30007362531983145,0.5893670524160067,0.6342680096626282,0.2371541739751895,0.08487457303951179,0.007558468042149589,0.05368998387667485
