method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
hybrid-PCG,128,182531,32768,96,32,1024,OOD,120,0.7481223741912133,0.15565772346835566,9.188681883642857e-06,0.00011671641318568078,5.161911025105626e-05,4.037260274950919e-06,9.258237132788357e-07,4.487381279242678e-06,1.0,0.027850700488549762,9.235830687064225e-06
hybrid-PCG,128,182531,32768,96,48,2304,All,168,0.8036908478236562,0.14684970174393544,0.0007797101149467888,0.004422430058119539,0.01720816910371561,0.00013862435997950002,0.00013163792153865174,1.798842262701248e-05,1.0,0.02220621290162282,0.002602172576629138
hybrid-PCG,128,182531,32768,96,48,2304,ID,48,0.8954116274530612,0.11232985634286458,0.002087707296463251,0.013356408322882344,0.03026302874066436,0.0002886876081238973,0.0002748385257025973,3.406255775454482e-05,1.0,0.03177829967081658,0.008561460217058815
hybrid-PCG,128,182531,32768,96,48,2304,OOD,120,0.7670025359718943,0.1432793607881466,0.0002565112423402039,0.000848838752214418,0.0029613693237385747,7.859906072174112e-05,7.435767987307354e-05,1.155876857599954e-05,1.0,0.02563593039000576,0.0005298562013737091
hybrid-PCG,128,182531,32768,128,8,64,All,168,0.5113357206754252,0.2753507521621602,3.0819555589071492e-06,2.5156705478455698e-05,4.416272741297713e-05,1.0109336947667067e-06,5.474137275537519e-07,1.331664853731511e-06,1.0,0.04163779260373898,6.678167647619378e-06
hybrid-PCG,128,182531,32768,128,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.048793417290066e-06,6.389968371676492e-05,6.837922912025523e-05,1.7852040710882495e-06,6.444211892997487e-07,1.7951791567346238e-06,1.0,0.06621396460615882,1.9344595506383642e-05
hybrid-PCG,128,182531,32768,128,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.495220415553983e-06,9.659514183132007e-06,6.534098311862794e-06,7.012255442380895e-07,5.086107428553532e-07,1.1462591325302658e-06,1.0,0.03949856903651852,1.1690985258654682e-06
hybrid-PCG,128,182531,32768,128,12,144,All,168,0.738233445184776,0.165172497137825,4.078007597470224e-06,5.3731749771716804e-05,7.516168084238481e-05,1.8862006600426997e-06,9.239995824557246e-07,2.2976962556513282e-06,1.0,0.024976936237371027,1.136574515990633e-05
hybrid-PCG,128,182531,32768,128,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.459579289710746e-06,0.00012979956420619513,0.00010658625851976938,3.3327941710107703e-06,9.55515027101228e-07,3.5425203535055516e-06,1.0,0.04360888211516768,3.0153426473668908e-05
hybrid-PCG,128,182531,32768,128,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.3253789205740155e-06,2.330462399792547e-05,1.3169752731041063e-05,1.3075632556554714e-06,9.113934045975233e-07,1.7997666165096385e-06,1.0,0.026443577672138677,2.3563677448684424e-06
hybrid-PCG,128,182531,32768,128,16,256,All,168,0.7476055091003566,0.1702100250213467,4.722995489222133e-06,8.11527875373954e-05,0.00010335590776583173,2.6282520398776147e-06,1.0962036380000144e-06,3.0537342275189464e-06,1.0,0.02573869751676677,1.562919955050801e-05
hybrid-PCG,128,182531,32768,128,16,256,ID,48,0.8611704376528427,0.1497807684293941,4.949608448138558e-06,0.00018411787804474317,0.00014803847270863075,4.528718515454481e-06,1.1799845426689142e-06,4.6395388319335025e-06,1.0,0.04237322381634845,4.188032551368703e-05
hybrid-PCG,128,182531,32768,128,16,256,OOD,120,0.702179537679362,0.15656887130564356,4.632350305655564e-06,3.99667513344563e-05,1.867528097297829e-05,1.8680654496468681e-06,1.0626912761324547e-06,2.419412385753124e-06,1.0,0.028013725521626606,3.341431734504764e-06
hybrid-PCG,128,182531,32768,128,24,576,All,168,0.7779604408665607,0.15965252548528217,6.88385328219608e-06,0.00014128363082881586,0.00016187820607003683,3.947301225691392e-06,1.2477599624849928e-06,4.148912710531606e-06,1.0,0.024142221122041545,2.447878249281131e-05
hybrid-PCG,128,182531,32768,128,24,576,ID,48,0.8715584233602116,0.16137542907219682,8.02595333955954e-06,0.00030384543371531764,0.000228348433153115,6.359520526189044e-06,1.4649014161705054e-06,6.417912885581245e-06,1.0,0.04565337223355786,6.460014438149031e-05
hybrid-PCG,128,182531,32768,128,24,576,OOD,120,0.7405212478691003,0.1433091687771422,6.427013259250695e-06,7.625890967421515e-05,3.5454918013971694e-05,2.9824135054923318e-06,1.1609033810107879e-06,3.241312640511751e-06,1.0,0.02564126371594157,6.343689734444529e-06
hybrid-PCG,128,182531,32768,128,32,1024,All,168,0.7901122197049775,0.16034970385300545,1.0762694594339856e-05,0.00020863483543850293,0.0002304893740339801,5.339884249825186e-06,1.3349159126667992e-06,5.851945411720971e-06,1.0,0.024247646540549138,3.4853976893226556e-05
hybrid-PCG,128,182531,32768,128,32,1024,ID,48,0.8950868334893878,0.11940427534307153,1.4154657975495866e-05,0.0004376315585734854,0.0003270338646612962,8.448918407566453e-06,1.8053470801267697e-06,9.26084197298375e-06,1.0,0.03377966435074013,9.251841400019827e-05
hybrid-PCG,128,182531,32768,128,32,1024,OOD,120,0.7481223741912133,0.15565772346835566,9.405909241877453e-06,0.00011703614618450991,5.196115024749842e-05,4.096270586728679e-06,1.1467434456828112e-06,4.488386787215859e-06,1.0,0.027850700488549762,9.29702940746021e-06
hybrid-PCG,128,182531,32768,128,48,2304,All,168,0.8036908478236562,0.14684970174393544,2.221549205961172e-05,0.00036678620998434027,0.00039963656103295163,7.969377187626897e-06,1.6003659597106975e-06,1.2492968999194567e-05,1.0,0.02220621290162282,6.043195493202015e-05
hybrid-PCG,128,182531,32768,128,48,2304,ID,48,0.8954116274530612,0.11232985634286458,3.2892643294717066e-05,0.0007673644919728917,0.0005623895908526542,1.2298240212279174e-05,2.472735152044455e-06,2.1174251429556534e-05,1.0,0.03177829967081658,0.00015910093301742948
hybrid-PCG,128,182531,32768,128,48,2304,OOD,120,0.7670025359718943,0.1432793607881466,1.794463156556958e-05,0.00020655489718891972,9.272255812054793e-05,6.237831977765988e-06,1.2514182827771947e-06,9.02045602704978e-06,1.0,0.02563593039000576,1.6590170646254586e-05
identity-CG,0,0,0,1,8,64,All,168,0.5656997010094273,0.26061409902649363,1.238107413408302,1.2381074212136722,0.6489534618264374,0.38707485812760534,0.3870748584823949,0.36865508609584396,0.13310859779830064,0.03940935595659752,0.0981329792667295
identity-CG,0,0,0,1,8,64,ID,48,0.8262057250693656,0.1835875425918785,1.7837683719893296,1.7837683632969856,0.9105115734143922,0.3847465372333924,0.38474653599162895,0.3913900072996815,0.10002125658259801,0.05193721539628864,0.25758520998542384
identity-CG,0,0,0,1,8,64,OOD,120,0.461497291385452,0.20900053262235382,1.0198430299758912,1.019843044380347,0.3089353517559036,0.3880061864852905,0.38800618747870125,0.359561117614309,0.14634353428458172,0.037394940040966794,0.05527554791605053
identity-CG,0,0,0,1,12,144,All,168,0.6971703420236972,0.21335242804546992,1.6084292807749339,1.6084292868063563,0.7011144574527121,0.3970635515593347,0.39706355209151906,0.4035020245327836,0.09878370832164014,0.032262574482562936,0.10602062330197187
identity-CG,0,0,0,1,12,144,ID,48,0.8393462534204416,0.1688448483070226,2.3376886819799743,2.3376886869470277,0.9441240384406503,0.3867295812815428,0.3867295825233062,0.4518874827772379,0.058540602757905874,0.0477664831244571,0.26709423119363196
identity-CG,0,0,0,1,12,144,OOD,120,0.6402999774649996,0.20299092734260338,1.3167255202929178,1.3167255267500877,0.19355395846856255,0.4011971396704515,0.4011971399188042,0.3841478412350019,0.11488095054713383,0.036319685225649115,0.034631197254898924
identity-CG,0,0,0,1,16,256,All,168,0.7084582380671263,0.19435130114848914,1.7144783962340582,1.7144784054585867,0.645398008740794,0.39767290598579813,0.39767290509882425,0.41575003716917264,0.1068999008705196,0.02938927569996917,0.09759533331141663
identity-CG,0,0,0,1,16,256,ID,48,0.839117737458133,0.16401398968944828,2.3559326057632766,2.355932625631491,0.9232841203474202,0.38507095413903397,0.3850709522763888,0.4639975807319085,0.06536989668287177,0.046399825338053056,0.26119858435633403
identity-CG,0,0,0,1,16,256,OOD,120,0.6561944383107235,0.1809507069598489,1.457896712422371,1.4578967173894246,0.12455900427643656,0.40271368672450386,0.40271368622779846,0.3964510197440783,0.12351190254557873,0.03237618943948266,0.02228643361831167
identity-CG,0,0,0,1,24,576,All,168,0.7295638411227753,0.18857944961246143,1.7425530453523,1.7425530453523,0.6163581054030116,0.39891158416867256,0.3989115839025804,0.40308782724397524,0.10172952861120432,0.028516471993026107,0.09320399803117337
identity-CG,0,0,0,1,24,576,ID,48,0.8554021983151499,0.17322864577537905,2.3517346555987992,2.351734660565853,0.8762872146203584,0.39034470232824486,0.390344699844718,0.46392492825786275,0.06271258325917486,0.04900666658218702,0.24790308303176076
identity-CG,0,0,0,1,24,576,OOD,120,0.6792284982458254,0.1706235116774755,1.4988804012537003,1.4988803992668787,0.14244133768455633,0.40233833690484366,0.40233833752572534,0.37875298683842024,0.11733630675201612,0.030528419754256488,0.02548598903187378
identity-CG,0,0,0,1,32,1024,All,168,0.7246381047886479,0.18884580666730993,1.7313646659964608,1.7313646716730935,0.5952937287890557,0.4066923704175722,0.4066923702401774,0.38464584068528246,0.08034195638624836,0.02855674978315828,0.09001870023230478
identity-CG,0,0,0,1,32,1024,ID,48,0.8569773203830909,0.15680404623095226,2.31727647036314,2.3172764852643013,0.8520733224533513,0.4060573757936557,0.4060573720683654,0.45002135323981446,0.04961203134492578,0.04436012056771677,0.2410529334229932
identity-CG,0,0,0,1,32,1024,OOD,120,0.6717024185508705,0.17448955459073073,1.496999944249789,1.4969999462366104,0.12924913493757784,0.4069463682671388,0.40694636950890223,0.35849563566346965,0.09263392640277739,0.031220142598801626,0.02312560446949121
identity-CG,0,0,0,1,48,2304,All,168,0.7281950310910629,0.19313210726789504,1.7473873985665185,1.7473873850845156,0.6057704095014284,0.40833050048067454,0.40833050065806936,0.3576896181773571,0.06017674790789546,0.029204912513940796,0.09160295542409906
identity-CG,0,0,0,1,48,2304,ID,48,0.854147229938996,0.15447425416697244,2.3403013572096825,2.340301332374414,0.8685458420417622,0.39958513031403226,0.3995851296931505,0.42965648261209327,0.03653805187301861,0.04370101859082243,0.2457130360961074
identity-CG,0,0,0,1,48,2304,OOD,120,0.6778141515518896,0.18428868632779072,1.510221815109253,1.5102218061685562,0.13604613203350102,0.4118286485473315,0.4118286490440369,0.3289028724034627,0.06963222632184621,0.032973429727610123,0.024341741556184394
identity-CG,0,0,0,2,8,64,All,168,0.600870004880463,0.25988270848825634,1.3231133332564717,1.3231133399974733,0.7075779161747021,0.20413176380541348,0.2041317649363052,0.24436188855075405,0.19793184647347686,0.03929875706662053,0.10699800996845374
identity-CG,0,0,0,2,8,64,ID,48,0.8394269152667874,0.1722726162716996,1.6961527330180008,1.6961527168750763,0.9460490172119781,0.16736369975842533,0.16736370294044411,0.2389865621613959,0.1764987189720462,0.048736204275448766,0.26763881082941904
identity-CG,0,0,0,2,8,64,OOD,120,0.5054472407259333,0.22566141633305348,1.17389757335186,1.173897589246432,0.52013615631557,0.21883898942420876,0.21883898973464963,0.24651201910649734,0.20650509747404913,0.04037595037416485,0.09306416655743648
identity-CG,0,0,0,2,12,144,All,168,0.7330107950906287,0.1943163295765247,1.9224003915275847,1.9224003972042174,0.8138598960045442,0.23105323172750922,0.23105323248143703,0.25996456153336023,0.1258731148222328,0.02938398739387577,0.1230696821862349
identity-CG,0,0,0,2,12,144,ID,48,0.8617179035184773,0.14227002963999744,2.642505077024301,2.642505094408989,1.0444633641675296,0.1727494873727361,0.1727494878383974,0.27842793148010964,0.07262436117161992,0.040248423556031594,0.2954803901858044
identity-CG,0,0,0,2,12,144,OOD,120,0.6815279517194893,0.18878663630078482,1.6343585173288981,1.6343585183223088,0.45370887540867944,0.25437472946941847,0.2543747303386529,0.25257921355466045,0.14717261628247794,0.033778215090771405,0.08117881796320066
identity-CG,0,0,0,2,16,256,All,168,0.7462457553042112,0.18231017513613929,2.2122388843979155,2.212238895751181,0.7252789479981424,0.23874181491278462,0.2387418143806003,0.2825993171760014,0.11919187009750329,0.027568449340568325,0.10967471190643333
identity-CG,0,0,0,2,16,256,ID,48,0.8729412685310858,0.13338991535702407,2.730285589893659,2.7302856147289276,0.969882770318874,0.18043926140914357,0.18043926327178872,0.3061309270560741,0.07286351883764529,0.037736224733894035,0.2743814184777311
identity-CG,0,0,0,2,16,256,OOD,120,0.6955675500134613,0.17479006180998657,2.005020202199618,2.0050202081600825,0.4638231527321346,0.26206283631424104,0.26206283482412496,0.2731866732239723,0.1377232106014465,0.03127391016247696,0.08298849179188765
identity-CG,0,0,0,2,24,576,All,168,0.7557262957505382,0.17959830351214062,2.387971328837531,2.3879713259992146,0.9137473318935704,0.24950087265599338,0.24950087128118387,0.3043847833538339,0.10525236651855738,0.027158367481843197,0.1381743888434993
identity-CG,0,0,0,2,24,576,ID,48,0.8716757402376869,0.1518927136066774,2.99956185122331,2.9995618388056755,1.2313491676202506,0.17987914911160863,0.1798791474041839,0.3403075548509757,0.06369578941181918,0.04297069655349139,0.3483506889620669
identity-CG,0,0,0,2,24,576,OOD,120,0.7093465179556787,0.16900266345162593,2.1433351198832193,2.14333512087663,0.6013706070834984,0.27734956207374734,0.27734956083198387,0.2900156747549772,0.12187499736125268,0.030238413209963743,0.10759885399393464
identity-CG,0,0,0,2,32,1024,All,168,0.7514271571495974,0.18272039692303282,2.44590415982973,2.445904179697945,0.9865585234161084,0.2553621407243467,0.2553621429417814,0.3144270747545219,0.08211096739493462,0.02763048196459453,0.1491846993948252
identity-CG,0,0,0,2,32,1024,ID,48,0.8595709004823403,0.1530948548856,3.085556631286939,3.085556643704573,1.361323706066237,0.18350019212812183,0.1835001930594444,0.35534648845593136,0.04761904639841907,0.04331078428307645,0.38512069799426485
identity-CG,0,0,0,2,32,1024,OOD,120,0.7081696598165003,0.17604644819844492,2.1900431712468467,2.190043194095294,0.6347432476601816,0.2841069201628367,0.28410692289471623,0.2980593092739582,0.09590773579354082,0.03149870621000464,0.11356997702273945
identity-CG,0,0,0,2,48,2304,All,168,0.7571191531656583,0.17787540758021148,2.501054856748808,2.5010548553296497,1.011387042115664,0.26859933661208263,0.2685993359912009,0.31693024543069653,0.062332967617770706,0.02689783584018912,0.15293920053256435
identity-CG,0,0,0,2,48,2304,ID,48,0.8649566880623821,0.13887772851748206,3.2005140061179795,3.2005139912168183,1.4149493230720618,0.1933040367439389,0.19330403643349803,0.3640877262999614,0.035421980506119576,0.0392887360325659,0.4002914725570135
identity-CG,0,0,0,2,48,2304,OOD,120,0.7139841392069687,0.17383148558011763,2.221271197001139,2.2212712009747824,0.607031323732954,0.2987174565593401,0.2987174558142821,0.29806725308299065,0.07309736246243115,0.031102399113242377,0.1086116847127816
identity-CG,0,0,0,4,8,64,All,168,0.5504411838055219,0.27965709753562057,1.1090970296590101,1.109096999235806,0.4282374456179925,0.08778004268450393,0.08778004232971437,0.08983121052872207,0.33822278407890166,0.0422889864506133,0.06475690298930409
identity-CG,0,0,0,4,8,64,ID,48,0.803185758615763,0.2007338531900717,0.9364099881301323,0.9364098335305849,0.39905334681394167,0.060647848101022285,0.06064785244719431,0.06680003464377171,0.2970344345861425,0.056787934645631775,0.11289284302998466
identity-CG,0,0,0,4,8,64,OOD,120,0.44934335388142543,0.24034648896035865,1.1781718462705613,1.1781718655178943,0.4214547752122959,0.09863292051789657,0.09863291828272239,0.09904368088270223,0.35469812387600536,0.04300344324944657,0.07540782720166758
identity-CG,0,0,0,4,12,144,All,168,0.7521153465529613,0.17254279158819513,1.7195449659512156,1.7195449773044813,0.5711769366828704,0.12077798513651244,0.12077798423845139,0.10055269150152088,0.23713860064855816,0.02609145213879217,0.08637182445622751
identity-CG,0,0,0,4,12,144,ID,48,0.8564764506428951,0.14667811063575262,1.7293804809451103,1.7293804995715618,0.5930836427886452,0.08084105502348389,0.0808410562264422,0.08188332850113507,0.12324617106545092,0.04149547686329096,0.16778433039983423
identity-CG,0,0,0,4,12,144,OOD,120,0.7103709049169878,0.1647174346345162,1.7156107599536579,1.7156107683976491,0.5646738481972713,0.1367527571817239,0.13675275544325508,0.10802043670167522,0.28269557248180105,0.029471688490811034,0.10103297073502517
identity-CG,0,0,0,4,16,256,All,168,0.7647178558864735,0.17187568508851667,2.0551516133404912,2.055151616888387,0.7029280408369324,0.14318915386684233,0.14318915211506894,0.11835904319637584,0.18835792903943605,0.025990574106463934,0.10629486845376024
identity-CG,0,0,0,4,16,256,ID,48,0.8659123371729095,0.1348359423462277,1.9096145791312058,1.9096145443618298,0.6393063146905903,0.1024099815404042,0.10240997618529941,0.10120640353610112,0.09111925790784876,0.0381453081289154,0.18086079971180757
identity-CG,0,0,0,4,16,256,OOD,120,0.724240063371899,0.1688006346308918,2.1133664270242054,2.11336644589901,0.7211286167649197,0.15950082279741762,0.15950082248697675,0.12522009906048573,0.22725339749207096,0.030202265667452207,0.12902628068645056
identity-CG,0,0,0,4,24,576,All,168,0.7800454519596934,0.16747045006274067,2.2770834519040015,2.277083452258791,0.8068676951048115,0.18113471915768012,0.18113471802678843,0.15131140422696865,0.13321489005327397,0.025324426435053306,0.12201234056424691
identity-CG,0,0,0,4,24,576,ID,48,0.8752709456692752,0.15072733331395505,2.204920375098785,2.2049203738570213,0.7455596691014222,0.1184124014495561,0.11841239438702657,0.13623196732563272,0.07270407989077886,0.042641008566892735,0.21092004706979087
identity-CG,0,0,0,4,24,576,OOD,120,0.7419552544758609,0.15895134133578895,2.3059486826260884,2.305948683619499,0.8313580906571654,0.20622364624092973,0.20622364748269317,0.15734317898750302,0.15741921411827203,0.028440003497136216,0.14874883600833577
